Eligibility ,Sex,Year ,Do you have an UNRWA Registration card? ,Do you live in a camp?, First person in your family to attend university?,UPC Member,What is the type of your school?,Are you on a scholarship at your school?,Current grade 12 stream,Average Grade 10 and 11,English Grade 10,English Grade 11,Have you taken the SAT?,SAT attempts ,"Volunteering,Projects, and More",Travel or here?,Universities in Lebanon,Do you have a sibling who is/was on a ULYP scholarship?,Marital Status of your parents,Is your father employed?,Is your mother employed?,Do any of your siblings work and contribute part of their income to the house?,Is there anyone else helping your family financially?,"Do you, as an applicant, have any Assets/Properties; Land & Property, Saving Accounts, Investments, Others","If you answered yes to the above question, what is the value/amount in LBP?",Do you have a private health insurance?, life scholarship Government,Tomooh,ID,Eligible Age,ConsideredNationality,IncomeVsExpenses,Both Parents work at UNRWA,Majors Check,AcademicEligibility,SAT Category,"Volunteering,Projects, and More perprocessed",Sentiment,Owned Assests Category,volunteering_count,goal_count,confidence_count,believe_count,community_count,giving back_count,academic excellence_count,volunteer_count,leadership_count
No,Female,2021-2022,Yes,Yes,No,No,UNRWA,No,Life Sciences - LS,94.27,85.3125,80,No,Not provided,"I volunteered for a charity project to help the needy poor. While participating in this volunteer work, I pursued my favorite hobby of cooking. My job was cooking 
food and distributing it to the poor  people. How happy I was that I was pursuing my favorite hobby, putting my own touches and drawing  smiles on the faces of the poor people. ",1,Lebanese American University (LAU),No,Married,Yes,No,Yes,No,No,0,No,No,No,700,Eligible,Considered,Income Higher,0,TRUE,1,Low,volunteered charity project help needy poor participating volunteer work pursued favorite hobby cooking job cooking food distributing poor people happy pursuing favorite hobby putting touch drawing smile face poor people,0.272916667,Nothing,0,0,0,0,0,0,0,2,0
Yes,Female,2022-2023,Yes,Yes,Yes,Yes,UNRWA,No,Life Sciences - LS,87.675,0.8375,0.7125,Yes,1 time,"I have volunteered in Ghassan Kanafani Cultural Foundation where i do cultural, entertainment and awareness activities for children, also i volunteered with A dose of Hope To Support Cancer Patients where I provided assistance to cancer patients and encouraged them to continue and tried to give them hope in life in cooperation with the Charitable Action Committee to help cancer patients. I am sociable and i have communication and leadership skills and i can find solutions which make me effective in the society.",0,Lebanese American University (LAU),No,Married,Yes,No,No,No,No,0,No,No,No,701,Eligible,Considered,Income Higher,0,TRUE,1,Avg,volunteered ghassan kanafani cultural foundation cultural entertainment awareness activity child also volunteered dose hope support cancer patient provided assistance cancer patient encouraged continue tried give hope life cooperation charitable action committee help cancer patient sociable communication leadership skill find solution make effective society,0.248306061,Nothing,0,1,0,1,3,0,0,3,3
No,Male,2023-2024,Yes,Yes,Yes,Yes,UNRWA,No,Life Sciences - LS,92.7,0.6281,0.775,Yes,1 time,"I have previously done many volunteer work with many social and humanitarian institutions, but I did not ask for a certificate for these things, because I do not care about the testimony of a person doing charitable work.  The business, some of which are in the name of my school, and I have a certificate in these works, as it referred to the robotics course with the dot Lebanon association, and it was very interesting, as we learned on software programs, and I gained very useful experiences in this field, which I am very good at and love. I have always been distinguished by it and follow the latest technology news.  The IT because of my love for technology, but I separated mathematics on it",0,Lebanese American University (LAU),No,Married,No,No,Yes,No,No,0,No,Done,Done,702,Eligible,Considered,Expenses Higher,0,TRUE,1,Avg,previously done many volunteer work many social humanitarian institution ask certificate thing care testimony person charitable work business name school certificate work referred robotics course dot lebanon association interesting learned software program gained useful experience field good love always distinguished follow latest technology news love technology separated mathematics,0.209988095,Nothing,0,1,0,0,0,0,0,1,0
Yes,Female,2022-2023,Yes,No,No,Yes,UNRWA,No,Life Sciences - LS,95.42,0.93125,0.89375,Yes,3 times,"I have been involved in community service activities at our school. To explain, I participated in painting the walls of the school street, planting flowers and lighting the road as part of the activities of the Green Street project. This activity drew a smile on the faces, which made the people happily watch the work and rush to help.We also implemented a purposeful health activity within the activities of the community service program. The activity represented providing an integrated health bag for kindergarten children in Al-Buss camp. One hundred and fifty students benefited from the activity. We have implemented this activity in order to raise health awareness and activate targeted social initiatives.To add, our school have organized an awareness campaigns about diabetes mellitus.  Our campaigns provided crucial information on pre-diabetes, diabetes mellitus and diabetes management to empower people to safeguard and improve their health. Moreover, not only I was a upc student and I took with ulyp Preparatory Courses , but also I joined many clubs and workshops . For example, I participated in taking English course . Also, I participated in the electronic hacking and protection workshop, which touched on programming and its concepts. Programming and specializations , UX/UI software projects , software and Communication ,  Programming language PYTHON , the best fields in the world of programming , launching programming courses for beginners.",1,"American University of Beirut (AUB), Lebanese American University (LAU)",No,Married,Yes,No,No,No,No,0,No,No,No,703,Eligible,Considered,Expenses Higher,0,TRUE,1,High,involved community service activity school explain participated painting wall school street planting flower lighting road part activity green street project activity drew smile face made people happily watch work rush helpwe also implemented purposeful health activity within activity community service program activity represented providing integrated health bag kindergarten child albuss camp one hundred fifty student benefited activity implemented activity order raise health awareness activate targeted social initiativesto add school organized awareness campaign diabetes mellitus campaign provided crucial information prediabetes diabetes mellitus diabetes management empower people safeguard improve health moreover upc student took ulyp preparatory course also joined many club workshop example participated taking english course also participated electronic hacking protection workshop touched programming concept programming specialization uxui software project software communication programming language python best field world programming launching programming course beginner,0.180563973,Nothing,0,4,0,0,5,0,0,0,0
Yes,Female,2023-2024,Yes,No,Yes,No,Public,No,Life Sciences - LS,98,0.89,0.8,Yes,1 time,"Throughout my experiences,, I have had the opportunity to participate in various volunteering projects and attend several workshops and events that have enriched my knowledge and skills. One of the volunteering projects that I participated in was with the Lebanese Spotlight, where we distributed water and dates during Ramadan. Additionally, I was part of the team that organized a marathon event to raise awareness about health and fitness.

In terms of workshops, I attended research workshops that helped me develop my research skills, as well as training workshops that provided me with valuable knowledge and skills related to career and university guidance, essay writing, and soft skills such as time management, stress management, public speaking, and presentation skills. These workshops have been instrumental in shaping my academic and professional path, as they provided me with the tools I need to succeed in my future endeavors.

In addition, I had the opportunity to attend a workshop at AUB's Olayan School of Business about future entrepreneurs, where we explored the UN 2030 Agenda, selected one SDG, and formulated a plan to solve a problem related to it. This workshop was particularly insightful, as it provided me with a broader perspective on the role of entrepreneurship in promoting sustainability and social responsibility.

Furthermore, I am part of Awaited Millennials, which is a group that aims to create a platform for youth empowerment and social impact. Additionally, I am trying to become part of Ayadina, which is a volunteering organization that provides assistance to people in need. 

Lastly, I participated in UK Global Conversations to build back greener after COVID-19. This event provided me with an opportunity to engage with experts from different fields and participate in discussions about environmental sustainability and the role of individuals and organizations in promoting green initiatives.

In conclusion, my volunteering projects and participation in various workshops and events have provided me with valuable knowledge and skills that will undoubtedly benefit me in my future academic and professional endeavors. These experiences have also instilled in me a sense of social responsibility and a desire to make a positive impact on society.
",1,"American University of Beirut (AUB), Lebanese American University (LAU)",No,Married,Yes,No,No,No,No,0,No,Done,Done,704,Eligible,Considered,Income Higher,0,TRUE,1,Low,throughout experience opportunity participate various volunteering project attend several workshop event enriched knowledge skill one volunteering project participated lebanese spotlight distributed water date ramadan additionally part team organized marathon event raise awareness health fitness term workshop attended research workshop helped develop research skill well training workshop provided valuable knowledge skill related career university guidance essay writing soft skill time management stress management public speaking presentation skill workshop instrumental shaping academic professional path provided tool need succeed future endeavor addition opportunity attend workshop aubs olayan school business future entrepreneur explored un 2030 agenda selected one sdg formulated plan solve problem related workshop particularly insightful provided broader perspective role entrepreneurship promoting sustainability social responsibility furthermore part awaited millennials group aim create platform youth empowerment social impact additionally trying become part ayadina volunteering organization provides assistance people need lastly participated uk global conversation build back greener covid19 event provided opportunity engage expert different field participate discussion environmental sustainability role individual organization promoting green initiative conclusion volunteering project participation various workshop event provided valuable knowledge skill undoubtedly benefit future academic professional endeavor experience also instilled sense social responsibility desire make positive impact society,0.087106907,Nothing,9,3,0,3,8,0,0,12,0
Yes,Female,2023-2024,Yes,Yes,No,Yes,UNRWA,No,Life Sciences - LS,89,0.88,0.87,Yes,1 time,"During school, I participated in an afforestation project, which is a voluntary campaign based on the idea of ??improving the external and internal appearance of the school as well, in order to get out of difficult conditions and motivate the psyche, as well as the main goal, which is to educate students about the importance of caring for the environment and motivate students to plant and maintain the cleanliness of the environment and the place",0,"American University of Beirut (AUB), Lebanese American University (LAU)",No,Married,No,No,No,No,No,0,No,Done,Done,705,Eligible,Considered,Expenses Higher,0,TRUE,1,Avg,school participated afforestation project voluntary campaign based idea ??improving external internal appearance school well order get difficult condition motivate psyche well main goal educate student importance caring environment motivate student plant maintain cleanliness environment place,0.113293651,Nothing,0,1,0,1,0,0,0,0,0
No,Female,2023-2024,No,No,No,No,Private,No,Life Sciences - LS,82.4,75,78.33,Yes,1 time,"I have always had a passion for volunteering and giving back to my community, and one of my favorite ways to do so is through helping out with festival organizations, children's entertainment, and events' administration. Some organizations I joined were “Iklim Festival Committee Association” and ????? ??????? ???????? ??????????. .Over the years, I have had the opportunity to volunteer at a variety of different festivals, including music festivals, food festivals, and cultural festivals. I have helped with tasks such as setting up booths, handing out flyers, and directing traffic. In addition to festivals, I have also volunteered with children's entertainment, working at local community centers to organize activities and games for kids of all ages. This has been a wonderful opportunity to make a positive impact in the lives of children and to see the joy and excitement on their faces. Moreover, I have also helped with events' administration, working behind the scenes to ensure that everything runs smoothly. This has included tasks such as organizing schedules, managing volunteers, and coordinating with vendors. Also, I participated in ULYP’s coding association by attending regular meetings and contributing to coding projects. I enjoyed collaborating with other members to solve problems and learn new skills. It was a great opportunity to enhance my coding abilities and network with like-minded individuals. Next, I participated in learning sewing by enrolling in sewing classes with the organization called “CARITAS”and attending workshops. I enjoyed the process of learning different techniques and creating various projects. It was a great way to unwind and develop my creative skills. As I gained more experience, I started contributing to group projects and collaborating with other sewists. I found that the community aspect of sewing was just as rewarding as the craft itself. Lastly, I joined a robotics program launched by  Farah social foundation in al chouf. It was a rewarding experience especially that this program is related to my desired major. I met many great friends and teachers thag I cooperated with in a team. Overall, my participation in learning sewing has been a fulfilling experience that has taught me valuable skills and allowed me to connect with like-minded individuals.

",0,"American University of Beirut (AUB), Lebanese American University (LAU)",No,Married,Yes,No,No,No,No,0,Yes,Done,Done,706,Eligible,Not Considered,Income Higher,0,TRUE,1,High,always passion volunteering giving back community one favorite way helping festival organization childrens entertainment event administration organization joined “ iklim festival committee association ” ????? ??????? ???????? ?????????? year opportunity volunteer variety different festival including music festival food festival cultural festival helped task setting booth handing flyer directing traffic addition festival also volunteered childrens entertainment working local community center organize activity game kid age wonderful opportunity make positive impact life child see joy excitement face moreover also helped event administration working behind scene ensure everything run smoothly included task organizing schedule managing volunteer coordinating vendor also participated ulyp ’ coding association attending regular meeting contributing coding project enjoyed collaborating member solve problem learn new skill great opportunity enhance coding ability network likeminded individual next participated learning sewing enrolling sewing class organization called “ caritas ” attending workshop enjoyed process learning different technique creating various project great way unwind develop creative skill gained experience started contributing group project collaborating sewists found community aspect sewing rewarding craft lastly joined robotics program launched farah social foundation al chouf rewarding experience especially program related desired major met many great friend teacher thag cooperated team overall participation learning sewing fulfilling experience taught valuable skill allowed connect likeminded individual,0.247222222,Nothing,2,3,1,3,7,0,0,5,0
Yes,Female,2023-2024,No,No,No,No,Private,Yes,General Sciences - GS,95,84,82,Yes,1 time,"In addition to my school work, I have been involved in a variety of extracurricular activities that have allowed me to give back to my community and develop important skills. One of my most meaningful experiences was volunteering at fekr w ensan organization. . I spent several hours each week volunteering . When I first took part in it as a volunteer, the staff committee was trying to abate plastic usage in everyday lives. I did my research unswervingly and discussed the findings with the volunteer coordinator who approved my request to host a two-day awareness campaign in the local common building event for people of and nearby our area. I worked with the staff and my fellow volunteers to plan activities .
Volunteering activities like these have spared me the privilege to work with people of diverse age groups, socioeconomic upbringings, or expertise levels, to pitch in to serve as an integrated unit in order to attain a communal goal, and encouraged me to comprehend the bright spots and unseen opportunities in a grim state of affairs. I now know what it takes to lead with empathy and endurance and to inspire others to go the extra mile. I have also learned that through giving, you wind up receiving more in the end. Community service overall has helped me develop as a person which is why I always try to step up as a leader or lend a helping hand whenever possible

I have also been involved in several environmental campaigns and events. I organized a beach cleanup event with my friends and classmates, where we spent a day picking up litter and educating beachgoers about the importance of keeping our oceans clean. 

In addition to my volunteering and activism, I have also been involved in several clubs and workshops. I was a member of my school's robotics workshop, where I learned how to design and program robots, and we design a project and particiapted in the annual robotics exhibition for schools.. These experiences taught me important skills like problem-solving, teamwork, and creativity.


Overall, I believe that what makes me special outside of my school work is my passion for making a difference in my community and the world. Whether it's volunteering at an environment ngos, organizing a beach cleanup, or participating in a coding workshop, I'm always looking for ways to learn, grow, and make a positive impact.",0,Lebanese American University (LAU),No,Married,No,No,No,No,No,0,No,Done,Done,707,Eligible,Not Considered,Expenses Higher,0,TRUE,1,Avg,addition school work involved variety extracurricular activity allowed give back community develop important skill one meaningful experience volunteering fekr w ensan organization spent several hour week volunteering first took part volunteer staff committee trying abate plastic usage everyday life research unswervingly discussed finding volunteer coordinator approved request host twoday awareness campaign local common building event people nearby area worked staff fellow volunteer plan activity volunteering activity like spared privilege work people diverse age group socioeconomic upbringing expertise level pitch serve integrated unit order attain communal goal encouraged comprehend bright spot unseen opportunity grim state affair know take lead empathy endurance inspire others go extra mile also learned giving wind receiving end community service overall helped develop person always try step leader lend helping hand whenever possible also involved several environmental campaign event organized beach cleanup event friend classmate spent day picking litter educating beachgoers importance keeping ocean clean addition volunteering activism also involved several club workshop member school robotics workshop learned design program robot design project particiapted annual robotics exhibition school experience taught important skill like problemsolving teamwork creativity overall believe make special outside school work passion making difference community world whether volunteering environment ngo organizing beach cleanup participating coding workshop im always looking way learn grow make positive impact,0.150556047,Mixed Assets,7,3,0,2,6,0,0,13,0
No,Female,2023-2024,No,No,Yes,No,Public,No,Life Sciences - LS,78,0.85,0.8,No,Not provided,You are a permanent superiority and I was confident that faith in science is success and adherence to it is superiority and that no one can stop you if you are behind this thing and that there is nothing impossible,0,"American University of Beirut (AUB), Lebanese American University (LAU)",No,Divorced,Yes,No,Yes,No,No,12000000,No,Done,Done,708,Eligible,Not Considered,Expenses Higher,0,TRUE,1,Low,permanent superiority confident faith science success adherence superiority one stop behind thing nothing impossible,0.202708333,Nothing,0,0,0,0,0,0,0,0,0
No,Female,2022-2023,No,No,No,No,Public,No,Life Sciences - LS,0,0.85,0.75,No,Not provided,"I started my volunteering journey when I was fourteen. I joined our local Children's Municipal Council. This council gave me the momentum I needed to continue working towards my goals and my interests. I was able to give presentations about children's rights, and how we can create safe spaces for them. I was head of the council and I represented my council in televised interviews and in workshops. 

When I was 16, I joined a campaign called YMDA - Youth in Municipalities, Democracy in Action. Our main goal was to legislate a law that enforces the founding of youth councils in municipalities. After working in said campaign for a few months, with the help of some research, I was able to write the bylaws we worked by. I was voted to be the head of Public Relations by the other members of the campaign. I was able to use my negotiation and communication skills with the purpose of advocating for the contribution of women and youth in politics. 

During that same year, I joined an online club called MUNC to give students free debate sessions, as I had won several debate awards. But I didn't stop there, I worked hard on a department called the ""Literacy Circle"" as I am very interested in literature, in this department, we hosted a book club and writing sessions. 

I also attended training sessions with the Lebanese Red Cross where I trained to become a community volunteer, and about the history of volunteering.
",0,Lebanese American University (LAU),No,Married,Yes,Yes,No,No,No,0,No,No,No,709,Eligible,Not Considered,Income Higher,0,TRUE,1,Low,started volunteering journey fourteen joined local childrens municipal council council gave momentum needed continue working towards goal interest able give presentation childrens right create safe space head council represented council televised interview workshop 16 joined campaign called ymda youth municipality democracy action main goal legislate law enforces founding youth council municipality working said campaign month help research able write bylaw worked voted head public relation member campaign able use negotiation communication skill purpose advocating contribution woman youth politics year joined online club called munc give student free debate session several debate award didnt stop worked hard department called literacy circle interested literature department hosted book club writing session also attended training session lebanese red cross trained become community volunteer history volunteering,0.201785628,Real Estate,4,4,0,6,5,0,0,5,5
No,Female,2021-2022,Yes,No,Yes,Yes,UNRWA,No,Life Sciences - LS,90.145,0.875,0.85,No,Not provided,"I am a member in Al- Jana book club ,I run an instagram page where I publish my writings ,I participated in a workshop about life skills held by cope project and another about programming and math  held by  ULYP .  ",1,American University of Beirut (AUB),No,Married,Yes,Yes,No,No,No,0,Yes,No,No,710,Eligible,Considered,Income Higher,0,FALSE,1,Low,member al jana book club run instagram page publish writing participated workshop life skill held cope project another programming math held ulyp,0.228111472,Physical Assets,0,0,1,1,0,0,0,0,0
Yes,Female,2021-2022,Yes,Yes,No,No,Public,No,General Sciences - GS,78.125,67.35,66.875,Yes,1 time,"To me, volunteering is something that I enjoy to do every summer. I volunteered in different fields and I participated in events, projects and workshops such as:
All Girls Code Program at AUB, Peace Tech Hackathon at AUB, ""A Web for Change"" Introductory to Website Development Workshop by Pales Tech where we gained social innovation and entrepreneurship skills and worked in teams to create a website using WordPress for social good, ""Design Behind the Game"" Introductory Game Designing Workshop at Naqab's Center where we gained social innovation and entrepreneurship skills and worked in teams to create a video game for social good, Photography and Editing Workshop at Anera where we learned photography and how to use Adobe Premiere and Adobe Photoshop. Moreover, I volunteered at the CLAC and at the Naqab's Center as a trainer and a teacher. I participated in the ""Earth Hour"" worldwide event, British Council's Workshop where we represented Beirut's River problem in drawings. I also attended different webinars for CPAY (Career Planning For Arab Youth) , ""Find Your Light"" course by Mohammad Bin Rashid University of Medicine and Health Sciences, YASERA's project on social entrepreneurship, Alqalam Al Mahmoud course where I learned calligraphy in Arabic. Also, I attended different courses on coursera.
I think what makes me special outside my school is that I enjoy learning new things and I always try to do things that benefit the society...",0,"American University of Beirut (AUB), Lebanese American University (LAU)",No,Married,No,No,No,No,No,0,No,No,Done,711,Eligible,Considered,Expenses Higher,0,TRUE,1,Avg,volunteering something enjoy every summer volunteered different field participated event project workshop girl code program aub peace tech hackathon aub web change introductory website development workshop pale tech gained social innovation entrepreneurship skill worked team create website using wordpress social good design behind game introductory game designing workshop naqabs center gained social innovation entrepreneurship skill worked team create video game social good photography editing workshop anera learned photography use adobe premiere adobe photoshop moreover volunteered clac naqabs center trainer teacher participated earth hour worldwide event british council workshop represented beirut river problem drawing also attended different webinars cpay career planning arab youth find light course mohammad bin rashid university medicine health science yaseras project social entrepreneurship alqalam al mahmoud course learned calligraphy arabic also attended different course coursera think make special outside school enjoy learning new thing always try thing benefit society,0.080077624,Nothing,1,0,0,0,0,0,0,3,0
Yes,Male,2021-2022,Yes,No,No,No,UNRWA,No,Life Sciences - LS,75.04,0.6125,0.5125,Yes,2 times,"My volunteering experience was great , we went to clean the beach of our camp (Nahr Al bard) .
I am very self motivated, determined and honest. I really love what I do and I try to surround myself with people who share similar passions.",1,Lebanese American University (LAU),Yes,Married,Yes,No,No,No,No,0,Yes,No,No,712,Eligible,Considered,Income Higher,0,TRUE,1,Avg,volunteering experience great went clean beach camp nahr al bard self motivated determined honest really love try surround people share similar passion,0.194884135,Nothing,1,0,0,0,0,0,0,1,0
Yes,Female,2023-2024,Yes,No,Yes,No,Private,Yes,Life Sciences - LS,85.1,0.861,0.874,No,Not provided,I'm a volunteer at tiro association ,1,"American University of Beirut (AUB), Lebanese American University (LAU)",No,Married,No,No,No,No,No,0,No,Done,Done,713,Eligible,Not Considered,Expenses Higher,0,TRUE,1,Low,im volunteer tiro association,0.197324811,Real Estate,0,0,0,1,0,0,0,1,0
Yes,Female,2021-2022,Yes,Yes,No,Yes,UNRWA,No,Life Sciences - LS,91.8,0.863,0.836,Yes,1 time,"In my high school, I participated in organizing different communal activities in cooperation with local charitable institutions. The activity that I am most proud is organizing Child's TOY initiative that focuses on collecting toys and distributing them among children in need especially the ones with special needs. My team and I found a lot of support from the local community and the charitable institutions that helped through donations and recognition of our initiative. Practicing sports in the refugee camp is very hard due to different limitations such as the absence of areas that are specialized for doing spots, as well as, absence of supplies for playing. Not only this, but also as a woman it's hard for me to practice sports since some people consider it as a taboo. However, I love running and basketball and I used to do them during my free time. ",1,"American University of Beirut (AUB), Lebanese American University (LAU)",No,Married,Yes,No,No,No,No,0,No,No,Done,714,Eligible,Considered,Income Higher,0,TRUE,1,Avg,high school participated organizing different communal activity cooperation local charitable institution activity proud organizing child toy initiative focus collecting toy distributing among child need especially one special need team found lot support local community charitable institution helped donation recognition initiative practicing sport refugee camp hard due different limitation absence area specialized spot well absence supply playing also woman hard practice sport since people consider taboo however love running basketball used free time,0.200796186,Nothing,0,1,0,0,1,0,0,0,0
Yes,Female,2021-2022,Yes,Yes,Yes,Yes,UNRWA,No,Life Sciences - LS,92.575,0.83125,0.875,Yes,1 time,"I was a member of basketball club since it is my favorite sport . Also i was a member of Al israa scout we went camping , journeys and did many scouts stuff . I also participated in different  NGOs . In addition i participated in a big event, in Beirut, "" ????? ?????????"" . ",0,"American University of Beirut (AUB), Lebanese American University (LAU), Rafik Hariri University (RHU)",No,Married,Yes,Yes,No,No,No,0,Yes,No,No,715,Eligible,Considered,Income Higher,0,TRUE,1,High,member basketball club since favorite sport also member al israa scout went camping journey many scout stuff also participated different ngo addition participated big event beirut ????? ?????????,0.188944805,Nothing,0,0,0,0,0,0,0,0,0
Yes,Male,2021-2022,Yes,No,Yes,No,Private,Yes,Life Sciences - LS,86.6,74.6,75,Yes,1 time,"Outside of my school, I basically was a volunteer (leader) in a scout so I would make children smile. Also, I always distribute food on poor people whenever it's available ( especially in Ramadan and Covid_19 period). Futhermore, I joined , in addition to MUN and MAL, a debate competitionand won the first place.
In addition, I entered once a robotics club.
Moreover, I started working at a small age. I worked first at a shop selling fruit  and at a 1$ shop; also, I worked in helping a man repairing refrigerators and air conditioners.
Then, i worked  in painting walls for a while. At the same time, I was working in bookbinding in a library.
Furthermore, I worked at 4B club as a coach for children doing sports for some days.
After that, I started my work in delivery. I was working first in a restaurant; then I created my own work, accepting call from restaurants, shops, and homes to deliver their orders. I even volunteered some of my friends with me and helped them to earn money. My goal was to get a satisfied customer who order always rather than earning much more money....",1,"American University of Beirut (AUB), Lebanese American University (LAU)",No,Married,Yes,Yes,No,No,No,0,Yes,No,Done,716,Eligible,Considered,Income Higher,0,TRUE,1,High,outside school basically volunteer leader scout would make child smile also always distribute food poor people whenever available especially ramadan covid19 period futhermore joined addition mun mal debate competitionand first place addition entered robotics club moreover started working small age worked first shop selling fruit 1 shop also worked helping man repairing refrigerator air conditioner worked painting wall time working bookbinding library furthermore worked 4b club coach child sport day started work delivery working first restaurant created work accepting call restaurant shop home deliver order even volunteered friend helped earn money goal get satisfied customer order always rather earning much money,0.053409091,Nothing,0,1,0,0,0,0,0,2,0
Yes,Female,2021-2022,Yes,No,Yes,No,Private,Yes,Life Sciences - LS,87.885,0.8914,0.8429,Yes,1 time,"I always try to engage myself in different activities and put myself out there every once in a while (doing this sort of brings some balance to my life as I'm an introvert). I've attended a chess workshop, competed in an Arabic competition, written and delivered the graduation speech in grade 9, co-written and acted in a play conducted by our class, participated in LAU's MAL and Arts and Sciences Fair and MAKMUN, attended preparatory workshops to lead kids in a charity summer camp (it was interrupted by COVID19), participated in a science fair (Moubarat Al Ouloum) and written a piece for ""18 in Saida"" - a Norwegian-led initiative. I've enjoyed and benefitted from all of these and formed many friendships from each. I'm also in a local bookclub and and Arab World Wide one that me and my friend initiated through a panel hosted by Harvard Arab students. i also always attend online meetings that catch my attention; I've once had a Zoom with Neil deGrasse Tyson and once with Jocelyn Bell Burnell and they were unforgettable meetings! I've learned a lot from each one of these activities and tried my best to be an active helpful member in them, sharing and exchanging ideas vigorously! I was a part of the student revolution association in Saida (it was very exhilarating to be a part of the team leading the student revolution in the city) and helped in distributing food and water in Beirut after the tragic event happened.  I'm looking forward to volunteer in the CCCL or the Red Cross and join various clubs when I get to university! ",0,Lebanese American University (LAU),No,Married,Yes,No,No,No,No,0,No,No,Done,717,Eligible,Considered,Expenses Higher,0,TRUE,1,High,always try engage different activity put every sort brings balance life im introvert ive attended chess workshop competed arabic competition written delivered graduation speech grade 9 cowritten acted play conducted class participated laus mal art science fair makmun attended preparatory workshop lead kid charity summer camp interrupted covid19 participated science fair moubarat al ouloum written piece 18 saida norwegianled initiative ive enjoyed benefitted formed many friendship im also local bookclub arab world wide one friend initiated panel hosted harvard arab student also always attend online meeting catch attention ive zoom neil degrasse tyson jocelyn bell burnell unforgettable meeting ive learned lot one activity tried best active helpful member sharing exchanging idea vigorously part student revolution association saida exhilarating part team leading student revolution city helped distributing food water beirut tragic event happened im looking forward volunteer cccl red cross join various club get university,0.203635779,Mixed Assets,0,0,0,1,0,0,0,1,0
Yes,Male,2021-2022,Yes,No,Yes,Yes,UNRWA,No,Life Sciences - LS,93.805,0.903125,0.9,Yes,1 time,"           Concerning this issue, I have successfully attended 48 hours of SOFT LIFE SKILLS WORKSHOP. Due to the Covid-19 pandemic, all our other workshops have stopped and we've not been able to serve the community and share in Civil Society Service for 60 hours as decided before the Covid-19 pandemic.",1,"American University of Beirut (AUB), Lebanese American University (LAU)",No,Married,No,No,No,No,No,0,No,No,No,718,Eligible,Considered,Income Higher,0,TRUE,1,Avg,concerning issue successfully attended 48 hour soft life skill workshop due covid19 pandemic workshop stopped weve able serve community share civil society service 60 hour decided covid19 pandemic,0.147148828,Nothing,0,0,0,0,1,0,0,0,0
Yes,Female,2021-2022,Yes,Yes,No,Yes,UNRWA,No,Life Sciences - LS,92.835,0.78125,0.8625,Yes,1 time,"I created a campaign to help cancer patients and support them financially and morally. My team and I decided to name this campaign ‘ A Dose Of Hope ‘ in which was our goal to give patients the hope to complete fighting cancer despite everything I started  giving speeches in the local community and distributing our slogans everywhere to encourage everyone to donate, I was able to collect a large sum of money and gave it to patients by giving a speech at a school ceremony and of course to support them morally, I trained to visit them on how to deal with them in order to plant them a dose of hope . One of them was my grandmother who had been battling with this disease for years and lost her daughter (my aunt) to it. I consider this campaign my greatest achievement and experience. Also I volunteered in activities that support poor children, where I participated in organizing an open day for them and played many games with them, and at the end we distributed gifts to them. Their smiles and happiness made my day.It  was one of my interesting experience. Furthermore I volunteered to go to CPR, the organization that takes care of the disabled, I danced, played and I celebrated my birthday with them. They were very happy as we cut the cake together and they started singing to me. It was the best birthday with the nicest people I have ever saw.I also participated in a women's rights initiative  at AL NAJDEH organization where I am taking electronic_marketing course ",1,"American University of Beirut (AUB), Lebanese American University (LAU)",Yes,Married,No,No,No,No,No,0,No,No,No,719,Eligible,Considered,Expenses Higher,0,TRUE,1,Avg,created campaign help cancer patient support financially morally team decided name campaign ‘ dose hope ‘ goal give patient hope complete fighting cancer despite everything started giving speech local community distributing slogan everywhere encourage everyone donate able collect large sum money gave patient giving speech school ceremony course support morally trained visit deal order plant dose hope one grandmother battling disease year lost daughter aunt consider campaign greatest achievement experience also volunteered activity support poor child participated organizing open day played many game end distributed gift smile happiness made dayit one interesting experience furthermore volunteered go cpr organization take care disabled danced played celebrated birthday happy cut cake together started singing best birthday nicest people ever sawi also participated woman right initiative al najdeh organization taking electronicmarketing course,0.276388889,Nothing,1,1,0,0,1,0,0,3,0
